      date,       T,       P,      Ep,       I,      Ea,    Dsum
1980-12-26,   0.700,   0.000,   0.092,   0.000,   0.092,   0.036
1980-12-27,  -2.900,   0.000,   0.087,   0.000,   0.087,   0.013
1980-12-28,  -0.200,   0.000,   0.081,   0.000,   0.081,   0.005
1980-12-29,   3.200,   0.000,   0.055,   0.000,   0.055,   0.002
1980-12-30,   1.200,   0.137,   0.093,   0.000,   0.093,   0.001
1980-12-31,  -0.300,   0.000,   0.048,   0.000,   0.048,   0.000
1981-01-01,  -0.900,   0.000,   0.047,   0.000,   0.047,   0.000
1981-01-02,  -3.800,   0.000,   0.167,   0.000,   0.167,   0.000
1981-01-03,  -5.600,   0.000,   0.154,   0.000,   0.154,   0.000
1981-01-04,  -5.800,   0.000,   0.089,   0.000,   0.089,   0.000
1981-01-05,  -3.100,   4.371,   0.043,   0.000,   0.043,   0.000
1981-01-06,   3.500,   0.000,   0.148,   0.000,   0.148,   2.069
1981-01-07,   2.500,   5.217,   0.170,   0.000,   0.170,   3.961
1981-01-08,   3.200,   0.987,   0.202,   0.000,   0.202,   2.041
1981-01-09,   4.100,   6.486,   0.047,   0.000,   0.047,   4.691
1981-01-10,   4.900,  30.738,   0.068,   0.000,   0.068,  20.721
1981-01-11,   3.900,   3.666,   0.094,   0.000,   0.094,  10.419
1981-01-12,   3.000,   3.102,   0.155,   0.000,   0.155,   5.669
1981-01-13,   4.200,  30.033,   0.076,   0.000,   0.076,  20.527
1981-01-14,   3.300,   2.538,   0.221,   0.000,   0.221,   9.575
1981-01-15,   5.000,  15.510,   0.068,   0.000,   0.068,  12.990
1981-01-16,   7.000,   1.692,   0.062,   0.000,   0.062,   6.051
1981-01-17,   7.400,   0.141,   0.147,   0.000,   0.147,   2.233
1981-01-18,   4.600,   3.666,   0.260,   0.000,   0.260,   2.916
1981-01-19,   4.700,   8.883,   0.135,   0.000,   0.135,   6.496
1981-01-20,   6.200,   3.102,   0.101,   0.000,   0.101,   4.396
1981-01-21,   6.200,   5.640,   0.232,   0.000,   0.232,   5.008
1981-01-22,   6.400,   3.102,   0.111,   0.000,   0.111,   3.756
1981-01-23,   3.400,  29.187,   0.212,   0.000,   0.212,  19.272
1981-01-24,   5.200,  12.267,   0.108,   0.000,   0.108,  15.116
1981-01-25,   1.700,  12.972,   0.278,   0.000,   0.278,  13.587
1981-01-26,   2.300,   4.371,   0.071,   0.000,   0.071,   7.813
1981-01-27,  -0.800,   0.141,   0.325,   0.000,   0.325,   2.863
1981-01-28,  -1.800,   0.000,   0.289,   0.000,   0.289,   1.020
1981-01-29,  -3.200,   0.000,   0.379,   0.000,   0.379,   0.367
1981-01-30,  -3.500,   0.141,   0.368,   0.000,   0.368,   0.133
1981-01-31,   0.900,   0.000,   0.127,   0.000,   0.127,   0.049
1981-02-01,  -1.600,   0.000,   0.245,   0.000,   0.245,   0.018
1981-02-02,   0.300,   0.284,   0.190,   0.000,   0.190,   0.007
1981-02-03,   4.800,   0.000,   0.241,   0.000,   0.241,   0.003
1981-02-04,   5.800,   0.000,   0.249,   0.000,   0.249,   0.001
1981-02-05,   5.200,   2.414,   0.157,   0.000,   0.157,   0.329
1981-02-06,   2.200,   3.834,   0.124,   0.000,   0.124,   2.404
1981-02-07,   1.000,   2.556,   0.237,   0.000,   0.237,   2.404
1981-02-08,   5.200,   0.426,   0.157,   0.000,   0.157,   1.077
1981-02-09,   4.900,   0.284,   0.350,   0.000,   0.350,   0.390
1981-02-10,   1.700,   0.284,   0.131,   0.000,   0.131,   0.197
1981-02-11,   0.700,   0.000,   0.109,   0.000,   0.109,   0.072
1981-02-12,   2.000,   0.426,   0.096,   0.000,   0.096,   0.154
1981-02-13,   3.100,   0.994,   0.110,   0.000,   0.110,   0.607
1981-02-14,   2.100,   0.000,   0.133,   0.000,   0.133,   0.215
1981-02-15,   1.100,   1.278,   0.102,   0.000,   0.102,   0.743
1981-02-16,   4.500,   9.798,   0.259,   0.000,   0.259,   6.189
1981-02-17,   5.400,   0.142,   0.651,   0.000,   0.651,   2.297
1981-02-18,   3.400,  11.928,   0.129,   0.000,   0.129,   7.914
1981-02-19,   2.800,   4.402,   0.642,   0.000,   0.642,   5.530
1981-02-20,   2.000,  16.614,   0.264,   0.000,   0.264,  12.087
1981-02-21,  -1.200,   0.000,   0.607,   0.000,   0.607,   4.578
1981-02-22,  -2.700,   0.000,   0.644,   0.000,   0.644,   1.623
1981-02-23,  -2.800,   0.000,   0.670,   0.000,   0.670,   0.581
1981-02-24,  -4.200,   0.000,   0.617,   0.000,   0.617,   0.210
1981-02-25,  -2.400,   0.852,   0.636,   0.000,   0.636,   0.077
1981-02-26,   0.200,   6.390,   0.164,   0.000,   0.164,   2.589
1981-02-27,   0.400,   3.408,   0.663,   0.000,   0.663,   2.819
1981-02-28,  -0.900,   0.284,   0.339,   0.000,   0.339,   1.070
1981-03-01,  -1.600,   0.000,   0.628,   0.000,   0.628,   0.380
1981-03-02,  -0.600,   0.000,   0.255,   0.000,   0.255,   0.136
1981-03-03,  -1.000,   0.000,   0.290,   0.000,   0.290,   0.049
1981-03-04,   0.000,   1.350,   0.701,   0.000,   0.701,   0.018
1981-03-05,   2.500,   3.105,   0.313,   0.000,   0.313,   1.279
1981-03-06,   4.200,   0.000,   0.455,   0.000,   0.455,   0.461
1981-03-07,   3.400,   0.000,   0.896,   0.000,   0.896,   0.168
1981-03-08,   0.400,   0.000,   0.762,   0.000,   0.762,   0.062
1981-03-09,   0.700,   0.000,   0.779,   0.000,   0.779,   0.023
1981-03-10,   0.400,   0.000,   0.663,   0.000,   0.663,   0.009
1981-03-11,   1.900,   0.000,   0.569,   0.000,   0.569,   0.003
1981-03-12,   3.200,   0.000,   0.293,   0.000,   0.293,   0.001
1981-03-13,   6.200,   1.755,   0.557,   0.000,   0.557,   0.000
1981-03-14,   7.900,   0.135,   1.106,   0.000,   1.106,   0.000
1981-03-15,   6.700,   3.645,   0.903,   0.000,   0.903,   0.000
1981-03-16,   6.400,   6.210,   0.560,   0.000,   0.560,   2.718
1981-03-17,   6.800,   2.160,   0.288,   0.000,   0.288,   2.193
1981-03-18,   6.100,   6.075,   0.343,   0.000,   0.343,   4.377
1981-03-19,   5.300,   0.000,   0.993,   0.000,   0.993,   1.549
1981-03-20,   6.200,   0.135,   0.738,   0.000,   0.738,   0.553
1981-03-21,   5.800,   0.540,   0.430,   0.000,   0.430,   0.200
1981-03-22,   4.100,  14.310,   0.284,   0.000,   0.284,   7.946
1981-03-23,   3.800,   4.860,   1.039,   0.000,   1.039,   5.634
1981-03-24,   3.100,   3.240,   1.106,   0.000,   1.106,   3.444
1981-03-25,   4.200,   0.000,   1.460,   0.000,   1.460,   1.222
1981-03-26,   2.400,   0.000,   1.391,   0.000,   1.391,   0.438
1981-03-27,   1.300,   0.000,   0.976,   0.000,   0.976,   0.158
1981-03-28,   0.600,   0.000,   1.243,   0.000,   1.243,   0.058
1981-03-29,   0.100,   0.000,   1.065,   0.000,   1.065,   0.021
1981-03-30,   0.900,   0.000,   1.376,   0.000,   1.376,   0.008
1981-03-31,   2.200,   0.135,   0.513,   0.000,   0.513,   0.003
1981-04-01,   5.300,   0.000,   0.845,   0.000,   0.845,   0.001
1981-04-02,   6.100,   0.000,   1.149,   0.000,   1.149,   0.000
1981-04-03,   5.000,   0.000,   0.565,   0.000,   0.565,   0.000
1981-04-04,   4.500,   0.496,   0.345,   0.000,   0.345,   0.000
1981-04-05,   6.400,   5.828,   1.038,   0.000,   1.038,   0.000
1981-04-06,   6.500,   0.496,   0.725,   0.000,   0.725,   0.000
1981-04-07,   5.300,   0.000,   0.404,   0.000,   0.404,   0.000
1981-04-08,   4.100,   0.000,   0.351,   0.000,   0.351,   0.000
1981-04-09,   2.800,   0.000,   0.680,   0.000,   0.680,   0.000
1981-04-10,   1.800,   0.000,   1.129,   0.000,   1.129,   0.000
1981-04-11,   2.300,   0.000,   1.712,   0.000,   1.712,   0.000
1981-04-12,   2.700,   0.000,   1.710,   0.000,   1.710,   0.000
1981-04-13,   4.000,   0.000,   1.818,   0.000,   1.390,   0.000
1981-04-14,   4.300,   0.000,   1.676,   0.000,   1.282,   0.000
1981-04-15,   5.700,   0.000,   1.986,   0.000,   1.143,   0.000
1981-04-16,   5.900,   4.712,   1.020,   0.000,   1.020,   0.000
1981-04-17,   6.700,   1.240,   0.539,   0.000,   0.539,   0.000
1981-04-18,   6.200,   0.372,   1.217,   0.000,   1.217,   0.000
1981-04-19,   5.800,   0.000,   1.934,   0.000,   1.934,   0.000
1981-04-20,   6.300,   0.000,   0.742,   0.000,   0.742,   0.000
1981-04-21,   9.400,   0.868,   1.164,   0.000,   1.164,   0.000
1981-04-22,  10.400,   4.464,   1.362,   0.000,   1.362,   0.000
1981-04-23,  10.500,   4.712,   0.973,   0.000,   0.973,   0.000
1981-04-24,  13.500,   0.000,   2.295,   0.000,   2.295,   0.000
1981-04-25,  15.400,   0.000,   2.289,   0.000,   2.289,   0.000
1981-04-26,  17.100,   0.000,   3.057,   0.000,   3.056,   0.000
1981-04-27,  13.600,   0.000,   2.657,   0.000,   2.651,   0.000
1981-04-28,  16.200,   0.000,   2.983,   0.000,   2.319,   0.000
1981-04-29,  15.400,   0.000,   3.138,   0.000,   1.986,   0.000
1981-04-30,  15.700,   0.000,   2.905,   0.000,   1.877,   0.000
1981-05-01,  16.300,   0.000,   3.164,   0.000,   1.924,   0.000
1981-05-02,  13.700,   0.226,   2.045,   0.000,   1.271,   0.000
1981-05-03,   8.300,   0.000,   2.467,   0.000,   1.506,   0.000
1981-05-04,   7.000,   0.000,   2.347,   0.000,   1.429,   0.000
1981-05-05,   6.700,   1.017,   2.024,   0.000,   1.258,   0.000
1981-05-06,   8.000,   0.000,   2.427,   0.000,   1.396,   0.000
1981-05-07,  10.200,   0.000,   3.213,   0.000,   1.865,   0.000
1981-05-08,  11.200,   0.000,   3.382,   0.000,   1.719,   0.000
1981-05-09,  15.300,   0.000,   3.653,   0.000,   1.619,   0.000
1981-05-10,  16.300,   0.000,   3.655,   0.000,   1.363,   0.000
1981-05-11,  16.200,   0.000,   3.721,   0.000,   1.190,   0.000
1981-05-12,  16.100,   0.000,   3.508,   0.000,   0.978,   0.000
1981-05-13,  11.500,   0.000,   3.332,   0.000,   0.830,   0.000
1981-05-14,  10.300,   7.345,   1.189,   0.000,   1.189,   0.000
1981-05-15,  10.200,   0.000,   1.932,   0.000,   1.932,   0.000
1981-05-16,   9.900,   0.000,   3.099,   0.000,   2.267,   0.000
1981-05-17,  14.200,   0.000,   4.001,   0.000,   2.134,   0.000
1981-05-18,  16.100,   0.000,   4.210,   0.000,   1.414,   0.000
1981-05-19,  17.300,   0.000,   3.851,   0.000,   1.171,   0.000
1981-05-20,  19.100,   0.000,   4.280,   0.000,   0.881,   0.000
1981-05-21,  17.200,   0.565,   2.951,   0.000,   0.929,   0.000
1981-05-22,  12.800,   0.339,   1.028,   0.000,   0.497,   0.000
1981-05-23,  13.700,   0.113,   1.946,   0.000,   0.453,   0.000
1981-05-24,  12.200,   0.000,   1.979,   0.000,   0.389,   0.000
1981-05-25,  11.200,   0.000,   2.073,   0.000,   0.407,   0.000
1981-05-26,  11.000,   0.000,   3.275,   0.000,   0.651,   0.000
1981-05-27,  11.100,   0.000,   3.748,   0.000,   0.755,   0.000
1981-05-28,   9.400,   2.034,   0.844,   0.000,   0.844,   0.000
1981-05-29,   9.800,   0.000,   2.494,   0.000,   1.503,   0.000
1981-05-30,  12.600,   0.565,   2.001,   0.000,   0.796,   0.000
1981-05-31,  12.200,  10.283,   2.291,   0.000,   2.291,   0.000
1981-06-01,  10.500,   0.111,   1.701,   0.000,   1.701,   0.000
1981-06-02,   9.500,   0.000,   3.592,   0.000,   3.592,   0.000
1981-06-03,  11.900,   0.000,   4.153,   0.000,   1.880,   0.000
1981-06-04,  12.800,   0.000,   3.988,   0.000,   1.731,   0.000
1981-06-05,  12.600,   0.000,   4.215,   0.000,   1.713,   0.000
1981-06-06,  12.700,   0.000,   3.179,   0.000,   1.202,   0.000
1981-06-07,  13.300,   0.000,   3.894,   0.000,   1.407,   0.000
1981-06-08,  14.000,   0.000,   4.287,   0.000,   1.155,   0.000
1981-06-09,  16.200,   0.000,   4.129,   0.000,   0.754,   0.000
1981-06-10,  19.000,   0.000,   5.313,   0.000,   0.924,   0.000
1981-06-11,  20.100,   0.000,   4.957,   0.000,   0.800,   0.000
1981-06-12,  17.600,   0.000,   4.365,   0.000,   0.651,   0.000
1981-06-13,  15.000,   0.000,   4.158,   0.000,   0.575,   0.000
1981-06-14,  10.500,   0.000,   2.706,   0.000,   0.347,   0.000
1981-06-15,  10.600,   1.332,   3.462,   0.000,   1.520,   0.000
1981-06-16,  13.000,   1.443,   1.833,   0.000,   1.519,   0.000
1981-06-17,  12.100,   0.777,   4.107,   0.000,   1.196,   0.000
1981-06-18,  13.600,   2.997,   2.229,   0.000,   2.229,   0.000
1981-06-19,  14.600,   0.000,   4.316,   0.000,   1.037,   0.000
1981-06-20,  12.600,   1.887,   4.427,   0.000,   2.196,   0.000
1981-06-21,  11.900,   0.999,   3.266,   0.000,   1.364,   0.000
1981-06-22,  11.700,   0.999,   3.564,   0.000,   1.258,   0.000
1981-06-23,  10.900,   3.663,   2.569,   0.000,   2.569,   0.000
1981-06-24,  11.000,   1.776,   3.862,   0.000,   2.630,   0.000
1981-06-25,  10.600,   0.000,   1.580,   0.000,   0.319,   0.000
1981-06-26,  11.700,   8.547,   2.883,   0.000,   2.883,   0.000
1981-06-27,  11.400,   0.222,   2.324,   0.000,   2.324,   0.000
1981-06-28,  15.100,   0.000,   5.363,   0.000,   1.600,   0.000
1981-06-29,  12.400,   0.000,   3.856,   0.000,   0.963,   0.000
1981-06-30,  15.800,   0.000,   5.002,   0.000,   1.067,   0.000
1981-07-01,  13.000,   0.000,   4.468,   0.000,   0.836,   0.000
1981-07-02,  12.800,   6.270,   3.031,   0.000,   3.031,   0.000
1981-07-03,  14.100,   2.200,   1.515,   0.000,   1.515,   0.000
1981-07-04,  15.300,   0.000,   3.109,   0.000,   3.109,   0.000
1981-07-05,  12.600,   0.000,   3.946,   0.000,   0.723,   0.000
1981-07-06,  11.200,   3.850,   1.570,   0.000,   1.570,   0.000
1981-07-07,  11.900,   0.110,   3.300,   0.000,   1.214,   0.000
1981-07-08,  12.500,  21.340,   1.193,   0.000,   1.193,   5.000
1981-07-09,  13.000,  11.990,   1.280,   0.000,   1.280,   2.035
1981-07-10,  12.100,   1.320,   3.546,   0.000,   3.546,   0.000
1981-07-11,  13.000,   0.000,   3.281,   0.000,   3.281,   0.000
1981-07-12,  11.700,   0.550,   2.550,   0.000,   2.550,   0.000
1981-07-13,  11.700,   0.110,   2.726,   0.000,   2.659,   0.000
1981-07-14,  12.800,   0.000,   4.197,   0.000,   3.874,   0.000
1981-07-15,  12.600,   0.000,   4.660,   0.000,   2.515,   0.000
1981-07-16,  14.200,   0.880,   4.500,   0.000,   2.575,   0.000
1981-07-17,  15.500,   0.110,   1.695,   0.000,   0.748,   0.000
1981-07-18,  14.700,   0.110,   3.595,   0.000,   1.394,   0.000
1981-07-19,  15.000,   1.760,   2.732,   0.000,   2.083,   0.000
1981-07-20,  13.500,  18.920,   1.167,   0.000,   1.167,   3.551
1981-07-21,  13.100,  10.340,   1.066,   0.000,   1.066,   0.438
1981-07-22,  13.000,   0.770,   2.939,   0.000,   2.939,   0.000
1981-07-23,  14.000,   1.760,   2.894,   0.000,   2.894,   0.000
1981-07-24,  15.800,   0.880,   3.422,   0.000,   3.421,   0.000
1981-07-25,  13.300,   6.600,   2.013,   0.000,   2.013,   0.000
1981-07-26,  12.800,   4.620,   3.176,   0.000,   3.176,   0.000
1981-07-27,  13.700,   2.090,   3.792,   0.000,   3.792,   0.000
1981-07-28,  14.000,   1.210,   2.305,   0.000,   2.305,   0.000
1981-07-29,  15.700,   5.390,   3.253,   0.000,   3.253,   0.000
1981-07-30,  15.700,   6.050,   1.202,   0.000,   1.202,   0.000
1981-07-31,  13.700,   3.630,   1.938,   0.000,   1.938,   0.000
1981-08-01,  13.900,   0.110,   3.158,   0.000,   3.132,   0.000
1981-08-02,  15.000,   2.310,   2.418,   0.000,   2.399,   0.000
1981-08-03,  15.500,   0.220,   2.248,   0.000,   2.155,   0.000
1981-08-04,  15.200,   0.990,   2.128,   0.000,   2.054,   0.000
1981-08-05,  15.000,  10.780,   2.799,   0.000,   2.799,   0.000
1981-08-06,  14.200,   4.400,   2.361,   0.000,   2.361,   0.000
1981-08-07,  14.900,   0.220,   2.277,   0.000,   2.232,   0.000
1981-08-08,  16.100,   0.440,   2.414,   0.000,   2.329,   0.000
1981-08-09,  13.900,  20.900,   0.754,   0.000,   0.754,   3.333
1981-08-10,  13.600,   7.370,   2.484,   0.000,   2.484,   0.771
1981-08-11,  12.400,  13.750,   1.871,   0.000,   1.871,   3.077
1981-08-12,  13.900,  12.100,   1.171,   0.000,   1.171,   7.850
1981-08-13,  12.900,   0.770,   2.941,   0.000,   2.890,   2.055
1981-08-14,  13.800,   5.610,   2.793,   0.000,   2.727,   2.188
1981-08-15,  16.100,   0.770,   1.804,   0.000,   1.767,   0.525
1981-08-16,  14.700,   0.440,   0.993,   0.000,   0.975,   0.105
1981-08-17,  12.800,   0.110,   2.685,   0.000,   2.659,   0.009
1981-08-18,  12.700,   0.110,   2.229,   0.000,   2.204,   0.002
1981-08-19,  14.700,   0.000,   1.748,   0.000,   1.723,   0.000
1981-08-20,  14.200,   4.950,   0.716,   0.000,   0.716,   0.000
1981-08-21,  13.400,   0.220,   2.265,   0.000,   2.262,   0.000
1981-08-22,  11.900,   0.330,   1.397,   0.000,   1.384,   0.000
1981-08-23,  11.900,   1.210,   2.458,   0.000,   2.458,   0.000
1981-08-24,  12.300,   3.190,   1.877,   0.000,   1.877,   0.000
1981-08-25,  11.500,   1.430,   1.753,   0.000,   1.753,   0.000
1981-08-26,  11.200,   0.000,   2.067,   0.000,   2.011,   0.000
1981-08-27,  12.200,   0.000,   2.343,   0.000,   2.268,   0.000
1981-08-28,  12.000,   0.000,   2.514,   0.000,   2.427,   0.000
1981-08-29,  12.700,   7.040,   0.671,   0.000,   0.671,   0.050
1981-08-30,  12.300,   2.860,   1.815,   0.000,   1.815,   0.313
1981-08-31,  12.900,   0.000,   1.609,   0.000,   1.543,   0.125
1981-09-01,  11.300,   0.444,   1.414,   0.000,   1.393,   0.050
1981-09-02,  13.500,   0.888,   0.905,   0.000,   0.905,   0.020
1981-09-03,  12.400,   0.000,   1.282,   0.000,   1.240,   0.008
1981-09-04,  10.700,   0.111,   1.779,   0.000,   1.689,   0.003
1981-09-05,  11.200,   0.000,   2.001,   0.000,   1.875,   0.001
1981-09-06,  12.000,   0.222,   1.101,   0.000,   1.059,   0.001
1981-09-07,  11.400,   0.000,   0.945,   0.000,   0.878,   0.000
1981-09-08,  12.600,   0.000,   1.686,   0.000,   1.558,   0.000
1981-09-09,  12.500,   0.333,   0.615,   0.000,   0.615,   0.000
1981-09-10,  13.300,  11.433,   0.361,   0.000,   0.361,   0.513
1981-09-11,  12.800,  21.645,   0.440,   0.000,   0.440,   8.813
1981-09-12,  11.000,   3.108,   0.337,   0.000,   0.337,   5.235
1981-09-13,  10.100,  11.544,   1.075,   0.000,   1.075,   8.694
1981-09-14,   8.600,  10.878,   0.314,   0.000,   0.314,   9.767
1981-09-15,   9.300,   0.111,   0.482,   0.000,   0.482,   3.597
1981-09-16,   7.700,   0.000,   0.502,   0.000,   0.502,   1.086
1981-09-17,   7.400,   0.000,   0.701,   0.000,   0.658,   0.324
1981-09-18,   7.600,   0.000,   1.250,   0.000,   1.097,   0.108
1981-09-19,   8.400,   0.000,   1.169,   0.000,   1.020,   0.039
1981-09-20,  11.500,   0.000,   1.186,   0.000,   1.034,   0.015
1981-09-21,  12.800,   2.997,   0.365,   0.000,   0.365,   0.065
1981-09-22,  13.900,   0.111,   0.688,   0.000,   0.688,   0.014
1981-09-23,  11.800,   0.000,   1.298,   0.000,   1.199,   0.003
1981-09-24,   7.300,   0.000,   0.530,   0.000,   0.462,   0.001
1981-09-25,   9.400,  19.536,   0.249,   0.000,   0.249,   9.547
1981-09-26,  10.400,  11.433,   0.167,   0.000,   0.167,  10.856
1981-09-27,  10.300,   0.111,   0.232,   0.000,   0.232,   4.053
1981-09-28,  11.500,   0.000,   0.594,   0.000,   0.594,   1.218
1981-09-29,  10.100,   0.000,   0.584,   0.000,   0.569,   0.358
1981-09-30,   8.300,   0.000,   0.956,   0.000,   0.833,   0.116
1981-10-01,   8.400,   0.000,   0.706,   0.000,   0.706,   0.038
1981-10-02,  10.000,   0.000,   0.342,   0.000,   0.342,   0.014
1981-10-03,  10.200,   6.726,   0.167,   0.000,   0.167,   2.324
1981-10-04,  11.600,   8.778,   0.393,   0.000,   0.393,   6.154
1981-10-05,  11.800,   6.156,   0.790,   0.000,   0.790,   5.832
1981-10-06,  12.500,   5.928,   0.190,   0.000,   0.190,   5.647
1981-10-07,  11.100,   0.684,   0.482,   0.000,   0.482,   2.337
1981-10-08,  10.900,  14.706,   0.481,   0.000,   0.481,   9.646
1981-10-09,  11.000,   8.664,   0.219,   0.000,   0.219,   9.000
1981-10-10,  10.300,   4.218,   0.521,   0.000,   0.521,   5.768
1981-10-11,   9.600,   0.456,   0.356,   0.000,   0.356,   2.140
1981-10-12,   9.700,  17.556,   0.169,   0.000,   0.169,  11.502
1981-10-13,   8.200,   7.752,   0.389,   0.000,   0.389,   9.198
1981-10-14,   4.300,   0.000,   0.460,   0.000,   0.460,   3.326
1981-10-15,   2.400,   7.068,   0.646,   0.000,   0.646,   4.992
1981-10-16,   3.300,   7.182,   0.585,   0.000,   0.585,   6.024
1981-10-17,   3.300,   0.000,   0.845,   0.000,   0.845,   2.044
1981-10-18,   3.100,   0.228,   0.804,   0.000,   0.804,   0.623
1981-10-19,   3.600,   0.000,   0.771,   0.000,   0.771,   0.203
1981-10-20,   2.700,   2.280,   0.347,   0.000,   0.347,   0.220
1981-10-21,   5.200,   0.000,   0.259,   0.000,   0.259,   0.071
1981-10-22,   3.900,   0.000,   0.200,   0.000,   0.200,   0.024
1981-10-23,   2.500,   0.000,   0.609,   0.000,   0.609,   0.008
1981-10-24,   3.400,   0.000,   0.507,   0.000,   0.507,   0.003
1981-10-25,   6.100,   0.000,   0.668,   0.000,   0.668,   0.001
1981-10-26,   7.400,   0.000,   0.429,   0.000,   0.429,   0.000
1981-10-27,   4.700,   0.000,   0.494,   0.000,   0.494,   0.000
1981-10-28,   5.900,   0.228,   0.175,   0.000,   0.175,   0.000
1981-10-29,   5.000,   0.000,   0.101,   0.000,   0.101,   0.000
1981-10-30,   5.000,   0.000,   0.351,   0.000,   0.351,   0.000
1981-10-31,   4.100,   0.228,   0.128,   0.000,   0.128,   0.000
1981-11-01,   3.200,   0.000,   0.339,   0.000,   0.339,   0.000
1981-11-02,   4.400,   0.000,   0.134,   0.000,   0.134,   0.000
1981-11-03,   4.900,   0.000,   0.126,   0.000,   0.126,   0.000
1981-11-04,   6.200,   0.123,   0.223,   0.000,   0.223,   0.000
1981-11-05,   6.200,   0.123,   0.101,   0.000,   0.101,   0.000
1981-11-06,   4.900,   0.000,   0.116,   0.000,   0.116,   0.000
