      date,       T,       P,      Ep,       I,      Ea,    Dsum
2000-07-08,  12.300,   0.000,   3.686,   0.000,   0.922,   0.000
2000-07-09,  12.000,   0.100,   1.812,   0.000,   0.508,   0.000
2000-07-10,  13.500,  19.000,   1.567,   0.000,   1.567,   3.523
2000-07-11,  13.600,  10.200,   2.467,   0.000,   2.467,   0.000
2000-07-12,  13.100,  13.900,   2.022,   0.000,   2.022,   3.103
2000-07-13,  12.400,   1.300,   3.500,   0.000,   3.500,   0.000
2000-07-14,  13.100,   0.500,   2.871,   0.000,   2.871,   0.000
2000-07-15,  13.900,   1.500,   4.083,   0.000,   4.034,   0.000
2000-07-16,  13.900,   0.000,   3.679,   0.000,   3.502,   0.000
2000-07-17,  13.300,   0.000,   1.143,   0.000,   1.026,   0.000
2000-07-18,  12.100,   0.400,   1.253,   0.000,   1.139,   0.000
2000-07-19,  12.900,   1.000,   1.619,   0.000,   1.533,   0.000
2000-07-20,  13.600,   0.000,   3.069,   0.000,   2.460,   0.000
2000-07-21,  16.200,   0.000,   4.655,   0.000,   3.273,   0.000
2000-07-22,  16.500,   0.000,   3.380,   0.000,   1.993,   0.000
2000-07-23,  17.000,   6.800,   4.641,   0.000,   4.641,   0.000
2000-07-24,  14.900,   0.000,   1.579,   0.000,   1.307,   0.000
2000-07-25,  17.500,   0.500,   2.725,   0.000,   1.761,   0.000
2000-07-26,  16.900,   0.500,   3.419,   0.000,   2.023,   0.000
2000-07-27,  15.100,   0.900,   1.365,   0.000,   1.169,   0.000
2000-07-28,  15.100,   0.100,   1.584,   0.000,   0.823,   0.000
2000-07-29,  15.700,   0.000,   2.395,   0.000,   1.049,   0.000
2000-07-30,  14.600,   1.600,   0.970,   0.000,   0.970,   0.000
2000-07-31,  14.400,   0.100,   1.966,   0.000,   1.301,   0.000
2000-08-01,  16.400,   2.100,   2.085,   0.000,   1.982,   0.000
2000-08-02,  16.300,   4.800,   2.863,   0.000,   2.863,   0.000
2000-08-03,  15.000,   0.000,   2.107,   0.000,   1.281,   0.000
2000-08-04,  15.100,   9.200,   3.129,   0.000,   3.129,   0.000
2000-08-05,  15.000,   1.900,   1.820,   0.000,   1.820,   0.000
2000-08-06,  14.700,   0.300,   1.058,   0.000,   1.058,   0.000
2000-08-07,  13.200,   1.300,   2.047,   0.000,   2.047,   0.000
2000-08-08,  12.900,   0.000,   1.925,   0.000,   1.339,   0.000
2000-08-09,  14.100,   0.000,   3.573,   0.000,   1.891,   0.000
2000-08-10,  15.100,   0.200,   0.566,   0.000,   0.412,   0.000
2000-08-11,  14.700,  14.600,   1.272,   0.000,   1.272,   2.514
2000-08-12,  14.400,   0.600,   2.105,   0.000,   2.097,   0.000
2000-08-13,  14.600,   0.000,   2.671,   0.000,   2.220,   0.000
2000-08-14,  17.700,   0.000,   1.475,   0.000,   0.934,   0.000
2000-08-15,  17.300,   3.300,   1.578,   0.000,   1.578,   0.000
2000-08-16,  14.400,   0.000,   1.288,   0.000,   0.911,   0.000
2000-08-17,  13.800,   2.000,   1.363,   0.000,   1.360,   0.000
2000-08-18,  14.900,  25.500,   2.176,   0.000,   2.176,   5.000
2000-08-19,  15.900,   2.500,   1.777,   0.000,   1.777,   0.000
2000-08-20,  14.600,   1.400,   2.118,   0.000,   2.118,   0.000
2000-08-21,  13.200,   0.000,   2.469,   0.000,   2.407,   0.000
2000-08-22,  12.300,   0.000,   2.322,   0.000,   2.203,   0.000
2000-08-23,  12.500,   0.000,   1.985,   0.000,   1.841,   0.000
2000-08-24,  13.900,   0.000,   0.743,   0.000,   0.679,   0.000
2000-08-25,  14.300,   4.200,   2.138,   0.000,   2.138,   0.000
2000-08-26,  14.900,   0.000,   2.762,   0.000,   2.536,   0.000
2000-08-27,  17.100,   0.000,   2.377,   0.000,   2.093,   0.000
2000-08-28,  15.400,   0.000,   1.147,   0.000,   0.975,   0.000
2000-08-29,  14.000,   3.200,   1.704,   0.000,   1.704,   0.000
2000-08-30,  12.500,   1.300,   1.099,   0.000,   1.099,   0.000
2000-08-31,  12.600,   8.100,   1.122,   0.000,   1.122,   0.000
2000-09-01,  12.700,   0.000,   1.776,   0.000,   1.688,   0.000
2000-09-02,  13.500,   3.800,   0.680,   0.000,   0.680,   0.000
2000-09-03,  12.400,   8.200,   1.331,   0.000,   1.331,   0.000
2000-09-04,  11.900,   0.000,   2.127,   0.000,   1.985,   0.000
2000-09-05,  12.100,   0.000,   0.964,   0.000,   0.888,   0.000
2000-09-06,  12.800,   1.300,   0.407,   0.000,   0.407,   0.000
2000-09-07,  14.200,  14.200,   1.175,   0.000,   1.175,   0.292
2000-09-08,  15.100,   6.900,   1.714,   0.000,   1.694,   1.212
2000-09-09,  14.100,   0.000,   1.678,   0.000,   1.504,   0.485
2000-09-10,  12.500,   0.000,   0.929,   0.000,   0.827,   0.194
2000-09-11,  11.300,   0.400,   1.460,   0.000,   1.404,   0.078
2000-09-12,  10.900,   3.700,   0.238,   0.000,   0.238,   0.126
2000-09-13,  13.200,  15.000,   0.321,   0.000,   0.321,   6.575
2000-09-14,  12.400,   4.700,   0.245,   0.000,   0.245,   5.401
2000-09-15,  12.900,  12.300,   0.307,   0.000,   0.307,   9.549
2000-09-16,  13.500,   5.800,   1.089,   0.000,   1.089,   6.852
2000-09-17,  11.800,   0.300,   0.460,   0.000,   0.460,   2.385
2000-09-18,  12.000,   0.500,   0.242,   0.000,   0.242,   0.809
2000-09-19,  11.800,   2.900,   1.448,   0.000,   1.428,   1.332
2000-09-20,  12.300,   0.000,   1.128,   0.000,   0.983,   0.365
2000-09-21,  12.600,   0.000,   0.973,   0.000,   0.848,   0.112
2000-09-22,  11.900,   0.000,   1.325,   0.000,   1.154,   0.038
2000-09-23,  13.400,   0.000,   1.527,   0.000,   1.331,   0.014
2000-09-24,  10.900,   0.000,   1.528,   0.000,   1.331,   0.005
2000-09-25,  10.200,   0.000,   1.446,   0.000,   1.259,   0.002
2000-09-26,   9.400,   0.000,   0.692,   0.000,   0.603,   0.001
2000-09-27,  13.300,   4.200,   0.501,   0.000,   0.501,   0.000
2000-09-28,  13.500,   2.600,   0.265,   0.000,   0.265,   0.455
2000-09-29,  16.800,   4.400,   1.280,   0.000,   1.280,   1.384
2000-09-30,  14.700,   0.000,   1.389,   0.000,   1.215,   0.386
2000-10-01,  12.800,   0.000,   0.870,   0.000,   0.870,   0.096
2000-10-02,  12.500,   0.000,   0.225,   0.000,   0.225,   0.036
2000-10-03,  13.100,   4.500,   0.844,   0.000,   0.844,   0.917
2000-10-04,  12.400,   0.100,   0.786,   0.000,   0.786,   0.348
2000-10-05,  12.400,   4.300,   0.465,   0.000,   0.465,   1.539
2000-10-06,  10.500,   1.000,   0.959,   0.000,   0.959,   0.751
2000-10-07,   9.400,   0.000,   0.912,   0.000,   0.912,   0.261
2000-10-08,   9.800,   0.000,   1.038,   0.000,   1.038,   0.093
2000-10-09,   9.900,   0.500,   0.499,   0.000,   0.499,   0.034
2000-10-10,   7.900,   0.000,   0.226,   0.000,   0.226,   0.012
2000-10-11,   8.200,   3.800,   0.228,   0.000,   0.228,   0.695
2000-10-12,   9.300,   4.800,   0.843,   0.000,   0.843,   2.899
2000-10-13,   9.900,   0.000,   0.585,   0.000,   0.585,   0.962
2000-10-14,  10.800,   1.000,   0.613,   0.000,   0.613,   0.340
2000-10-15,  10.500,   2.100,   0.681,   0.000,   0.681,   0.983
2000-10-16,  13.100,   0.000,   0.352,   0.000,   0.352,   0.324
2000-10-17,  11.700,   0.000,   0.637,   0.000,   0.637,   0.102
2000-10-18,   9.200,   0.100,   0.864,   0.000,   0.864,   0.034
2000-10-19,   9.400,   0.000,   0.268,   0.000,   0.268,   0.012
2000-10-20,   9.700,   1.800,   0.353,   0.000,   0.353,   0.004
2000-10-21,  11.800,   0.100,   0.364,   0.000,   0.364,   0.002
2000-10-22,  11.900,   1.100,   0.721,   0.000,   0.721,   0.055
2000-10-23,  13.300,   0.700,   0.317,   0.000,   0.317,   0.113
2000-10-24,  11.100,   4.100,   0.453,   0.000,   0.453,   2.040
2000-10-25,  10.800,  10.900,   0.189,   0.000,   0.189,   7.422
2000-10-26,   9.700,  24.200,   0.541,   0.000,   0.541,  17.853
2000-10-27,   9.700,   3.100,   0.433,   0.000,   0.433,   8.564
2000-10-28,  10.600,   2.700,   0.511,   0.000,   0.511,   4.323
2000-10-29,   9.700,   8.900,   0.440,   0.000,   0.440,   6.758
2000-10-30,   9.000,  21.000,   0.100,   0.000,   0.100,  15.548
2000-10-31,   8.800,  30.400,   0.175,   0.000,   0.175,  24.994
2000-11-01,   7.100,  37.600,   0.218,   0.000,   0.218,  32.436
2000-11-02,   7.000,  14.900,   0.414,   0.000,   0.414,  21.608
2000-11-03,   7.600,   7.200,   0.442,   0.000,   0.442,  12.306
2000-11-04,   6.100,   1.100,   0.272,   0.000,   0.272,   5.072
2000-11-05,   5.700,   5.400,   0.279,   0.000,   0.279,   4.995
2000-11-06,   6.400,   2.100,   0.264,   0.000,   0.264,   3.052
2000-11-07,   8.300,   1.600,   0.118,   0.000,   0.118,   2.034
2000-11-08,   7.500,   5.900,   0.200,   0.000,   0.200,   4.290
2000-11-09,   7.800,   2.500,   0.149,   0.000,   0.149,   3.124
2000-11-10,   7.700,  13.500,   0.148,   0.000,   0.148,   9.400
2000-11-11,   6.900,   5.100,   0.113,   0.000,   0.113,   6.775
2000-11-12,   7.200,  12.300,   0.104,   0.000,   0.104,  10.068
2000-11-13,   7.500,  10.100,   0.358,   0.000,   0.358,   9.959
2000-11-14,   6.100,   2.000,   0.353,   0.000,   0.353,   4.841
2000-11-15,   4.300,   1.300,   0.114,   0.000,   0.114,   2.473
2000-11-16,   5.500,   5.600,   0.099,   0.000,   0.099,   4.298
2000-11-17,   5.600,   8.000,   0.208,   0.000,   0.208,   6.496
2000-11-18,   4.500,   1.400,   0.249,   0.000,   0.249,   3.248
2000-11-19,   7.700,  30.000,   0.053,   0.000,   0.053,  19.594
2000-11-20,   6.600,   8.700,   0.072,   0.000,   0.072,  13.100
2000-11-21,   5.200,   1.100,   0.304,   0.000,   0.304,   5.465
2000-11-22,   5.800,   0.100,   0.090,   0.000,   0.090,   1.969
2000-11-23,   6.700,   7.300,   0.133,   0.000,   0.133,   5.108
2000-11-24,   7.300,   3.000,   0.073,   0.000,   0.073,   3.806
2000-11-25,   4.600,   1.300,   0.144,   0.000,   0.144,   2.168
2000-11-26,   4.800,   0.000,   0.078,   0.000,   0.078,   0.787
2000-11-27,   5.100,   1.300,   0.205,   0.000,   0.205,   0.940
2000-11-28,   5.600,   0.500,   0.080,   0.000,   0.080,   0.603
2000-11-29,   9.600,  10.300,   0.156,   0.000,   0.156,   6.482
2000-11-30,   8.000,   3.500,   0.170,   0.000,   0.170,   4.635
2000-12-01,   8.000,   0.000,   0.096,   0.000,   0.096,   1.727
2000-12-02,   9.200,   3.700,   0.176,   0.000,   0.176,   2.756
2000-12-03,   7.900,   0.800,   0.032,   0.000,   0.032,   1.525
2000-12-04,   6.100,   8.200,   0.152,   0.000,   0.152,   5.540
2000-12-05,   8.000,   1.400,   0.053,   0.000,   0.053,   3.006
2000-12-06,   8.400,   0.000,   0.097,   0.000,   0.097,   1.089
2000-12-07,   8.100,   5.500,   0.075,   0.000,   0.075,   3.699
2000-12-08,   8.300,   2.600,   0.043,   0.000,   0.043,   3.032
2000-12-09,   8.800,   6.200,   0.142,   0.000,   0.142,   4.900
2000-12-10,   7.900,   2.500,   0.053,   0.000,   0.053,   3.404
2000-12-11,   8.400,   3.000,   0.065,   0.000,   0.065,   3.094
2000-12-12,   9.400,   4.900,   0.044,   0.000,   0.044,   4.170
2000-12-13,   8.800,  17.500,   0.098,   0.000,   0.098,  12.338
2000-12-14,   6.800,   5.800,   0.083,   0.000,   0.083,   8.387
2000-12-15,   6.200,  16.700,   0.152,   0.000,   0.152,  13.358
2000-12-16,   4.600,   5.600,   0.144,   0.000,   0.144,   8.569
2000-12-17,   2.800,   0.000,   0.108,   0.000,   0.108,   3.191
2000-12-18,   1.700,   0.200,   0.131,   0.000,   0.131,   1.149
2000-12-19,   1.900,   0.100,   0.070,   0.000,   0.070,   0.425
2000-12-20,   0.400,   0.000,   0.149,   0.000,   0.149,   0.154
2000-12-21,  -0.700,   0.000,   0.182,   0.000,   0.182,   0.056
2000-12-22,  -3.300,   0.000,   0.136,   0.000,   0.136,   0.021
2000-12-23,  -0.400,   0.000,   0.080,   0.000,   0.080,   0.008
2000-12-24,  -2.400,   0.100,   0.222,   0.000,   0.222,   0.003
2000-12-25,  -3.900,   0.000,   0.202,   0.000,   0.202,   0.001
2000-12-26,  -6.600,   0.000,   0.215,   0.000,   0.215,   0.000
2000-12-27,  -2.300,   0.000,   0.082,   0.000,   0.082,   0.000
2000-12-28,   0.200,   2.100,   0.032,   0.000,   0.032,   0.541
2000-12-29,   0.400,   7.300,   0.124,   0.000,   0.124,   4.647
2000-12-30,  -0.900,  11.700,   0.040,   0.000,   0.040,   1.852
2000-12-31,  -6.100,   0.100,   0.081,   0.000,   0.081,   0.669
2001-01-01,   0.000,   0.100,   0.082,   0.000,   0.082,   0.239
2001-01-02,   2.500,   5.200,   0.072,   0.000,   0.072,   6.342
2001-01-03,   4.100,   2.700,   0.066,   0.000,   0.066,   8.231
2001-01-04,   2.500,   2.800,   0.053,   0.000,   0.053,   4.893
2001-01-05,   4.600,   3.700,   0.068,   0.000,   0.068,   4.067
2001-01-06,   5.100,   6.000,   0.147,   0.000,   0.147,   5.167
2001-01-07,   5.600,   3.900,   0.080,   0.000,   0.080,   4.344
2001-01-08,   4.900,   2.500,   0.078,   0.000,   0.078,   3.148
2001-01-09,   3.100,   4.400,   0.182,   0.000,   0.182,   3.805
2001-01-10,  -1.600,   1.700,   0.283,   0.000,   0.283,   1.474
2001-01-11,   0.300,   0.000,   0.240,   0.000,   0.240,   0.870
2001-01-12,  -1.600,   0.000,   0.214,   0.000,   0.214,   0.326
2001-01-13,  -0.900,   0.100,   0.228,   0.000,   0.228,   0.117
2001-01-14,   2.100,   0.400,   0.221,   0.000,   0.221,   0.322
2001-01-15,  -1.700,   0.000,   0.053,   0.000,   0.053,   0.117
2001-01-16,  -3.000,   0.000,   0.043,   0.000,   0.043,   0.043
2001-01-17,  -2.300,   0.000,   0.104,   0.000,   0.104,   0.016
2001-01-18,  -0.700,   0.000,   0.055,   0.000,   0.055,   0.006
2001-01-19,  -0.500,   0.000,   0.040,   0.000,   0.040,   0.002
2001-01-20,  -0.500,   2.400,   0.056,   0.000,   0.056,   0.001
2001-01-21,   0.300,   0.600,   0.148,   0.000,   0.148,   0.541
2001-01-22,   0.400,   0.000,   0.132,   0.000,   0.132,   0.709
2001-01-23,   1.200,   1.500,   0.034,   0.000,   0.034,   1.586
2001-01-24,   5.000,  25.100,   0.068,   0.000,   0.068,  16.038
2001-01-25,   3.700,   2.700,   0.140,   0.000,   0.140,   7.978
2001-01-26,   3.900,   0.600,   0.047,   0.000,   0.047,   3.267
2001-01-27,   3.100,   1.100,   0.238,   0.000,   0.238,   1.745
2001-01-28,   1.700,   0.500,   0.078,   0.000,   0.078,   0.882
2001-01-29,   2.400,   0.000,   0.160,   0.000,   0.160,   0.316
2001-01-30,   1.700,   0.500,   0.269,   0.000,   0.269,   0.201
2001-01-31,   0.200,   0.000,   0.140,   0.000,   0.140,   0.072
2001-02-01,  -1.000,   0.200,   0.251,   0.000,   0.251,   0.026
2001-02-02,  -5.600,   0.000,   0.302,   0.000,   0.302,   0.010
2001-02-03,  -7.700,   0.100,   0.145,   0.000,   0.145,   0.004
2001-02-04,  -5.000,   0.200,   0.311,   0.000,   0.311,   0.001
2001-02-05,  -4.000,   0.600,   0.124,   0.000,   0.124,   0.001
2001-02-06,   1.200,   3.000,   0.103,   0.000,   0.103,   1.633
2001-02-07,   5.700,   5.000,   0.279,   0.000,   0.279,   3.604
2001-02-08,   2.800,   0.400,   0.108,   0.000,   0.108,   1.569
2001-02-09,  -0.700,  10.300,   0.564,   0.000,   0.564,   0.572
2001-02-10,  -2.000,   0.000,   0.226,   0.000,   0.226,   0.205
2001-02-11,   3.800,  16.500,   0.056,   0.000,   0.056,  14.885
2001-02-12,   5.400,  26.800,   0.177,   0.000,   0.177,  23.473
2001-02-13,   4.600,   0.300,   0.615,   0.000,   0.615,   9.109
2001-02-14,   3.400,   0.000,   0.240,   0.000,   0.240,   3.225
2001-02-15,   3.200,   0.000,   0.495,   0.000,   0.495,   1.151
2001-02-16,   2.700,   0.000,   0.162,   0.000,   0.162,   0.415
2001-02-17,   0.600,   0.000,   0.200,   0.000,   0.200,   0.151
2001-02-18,   5.000,   0.000,   0.672,   0.000,   0.672,   0.055
2001-02-19,   4.000,   0.000,   0.188,   0.000,   0.188,   0.020
2001-02-20,   4.400,   0.000,   0.286,   0.000,   0.286,   0.008
2001-02-21,   4.500,   1.800,   0.546,   0.000,   0.546,   0.003
2001-02-22,   1.400,   2.700,   0.438,   0.000,   0.438,   0.763
2001-02-23,  -4.800,   1.800,   0.681,   0.000,   0.681,   0.305
2001-02-24,  -3.100,   0.300,   0.352,   0.000,   0.352,   0.112
2001-02-25,  -1.200,   2.000,   0.607,   0.000,   0.607,   0.041
2001-02-26,  -3.200,   0.100,   0.515,   0.000,   0.515,   0.015
2001-02-27,  -1.000,   0.200,   0.408,   0.000,   0.408,   0.006
2001-02-28,  -1.800,   0.000,   0.319,   0.000,   0.319,   0.002
2001-03-01,  -2.600,   0.000,   0.264,   0.000,   0.264,   0.001
2001-03-02,  -4.000,   0.200,   0.442,   0.000,   0.442,   0.000
2001-03-03,  -4.600,   0.000,   0.693,   0.000,   0.693,   0.000
2001-03-04,  -3.900,   0.000,   0.680,   0.000,   0.680,   0.000
2001-03-05,  -1.600,   0.000,   0.819,   0.000,   0.819,   0.000
2001-03-06,   0.200,   0.000,   0.814,   0.000,   0.814,   0.000
2001-03-07,   0.200,   0.000,   0.460,   0.000,   0.460,   0.000
2001-03-08,   2.500,   1.900,   0.188,   0.000,   0.188,   0.090
2001-03-09,   4.600,   5.500,   0.124,   0.000,   0.124,   2.732
2001-03-10,   5.800,   2.100,   0.340,   0.000,   0.340,   2.212
2001-03-11,   6.300,   1.800,   0.264,   0.000,   0.264,   1.781
2001-03-12,   5.300,  12.800,   0.314,   0.000,   0.314,   8.372
2001-03-13,   3.300,   0.900,   0.378,   0.000,   0.378,   3.654
2001-03-14,   3.400,   2.000,   0.397,   0.000,   0.397,   2.322
2001-03-15,   4.100,   1.500,   0.833,   0.000,   0.833,   1.355
2001-03-16,   2.000,   1.300,   1.143,   0.000,   1.143,   0.627
2001-03-17,   0.100,   0.100,   0.770,   0.000,   0.770,   0.227
2001-03-18,  -0.600,   0.600,   0.462,   0.000,   0.462,   0.083
2001-03-19,  -1.900,   0.200,   0.446,   0.000,   0.446,   0.030
2001-03-20,  -1.400,   0.200,   1.026,   0.000,   1.026,   0.011
2001-03-21,  -0.700,   0.000,   1.183,   0.000,   1.183,   0.004
2001-03-22,  -0.300,   0.000,   1.089,   0.000,   1.089,   0.002
2001-03-23,   0.300,   0.000,   0.685,   0.000,   0.685,   0.001
2001-03-24,   1.800,   0.000,   0.689,   0.000,   0.689,   0.000
2001-03-25,   0.700,   0.000,   1.114,   0.000,   1.114,   0.000
2001-03-26,  -0.500,   0.000,   1.104,   0.000,   1.104,   0.000
2001-03-27,  -0.500,   0.000,   1.104,   0.000,   1.104,   0.000
2001-03-28,   0.600,   0.000,   1.244,   0.000,   1.244,   0.000
2001-03-29,   1.400,   0.100,   0.207,   0.000,   0.207,   0.000
2001-03-30,   3.800,   5.200,   0.505,   0.000,   0.505,   0.000
2001-03-31,   5.700,   0.000,   0.657,   0.000,   0.657,   0.000
2001-04-01,   5.900,  10.400,   0.981,   0.000,   0.981,   2.146
2001-04-02,   7.600,   0.000,   0.843,   0.000,   0.843,   0.798
2001-04-03,   6.800,   0.000,   0.865,   0.000,   0.865,   0.298
2001-04-04,   6.600,   1.300,   0.819,   0.000,   0.819,   0.112
2001-04-05,   5.500,  10.900,   1.296,   0.000,   1.296,   5.256
2001-04-06,   5.500,   4.600,   0.247,   0.000,   0.247,   4.665
2001-04-07,   6.400,   6.200,   0.315,   0.000,   0.315,   5.420
2001-04-08,   5.100,   4.000,   0.517,   0.000,   0.517,   4.274
2001-04-09,   5.900,   0.000,   1.673,   0.000,   1.673,   1.512
2001-04-10,   6.700,   0.000,   0.718,   0.000,   0.718,   0.540
2001-04-11,   5.900,   0.000,   1.743,   0.000,   1.743,   0.195
2001-04-12,   2.800,   0.900,   1.311,   0.000,   1.311,   0.071
2001-04-13,   1.300,   0.700,   1.559,   0.000,   1.559,   0.026
2001-04-14,   0.700,   0.100,   0.905,   0.000,   0.905,   0.010
2001-04-15,   1.300,   7.400,   0.471,   0.000,   0.471,   0.772
2001-04-16,   3.700,   4.900,   0.569,   0.000,   0.569,   2.758
2001-04-17,   4.000,   0.000,   0.726,   0.000,   0.726,   0.988
2001-04-18,   3.700,   6.000,   1.539,   0.000,   1.539,   2.821
2001-04-19,   3.200,   1.000,   1.274,   0.000,   1.274,   1.022
2001-04-20,   4.000,   1.200,   1.205,   0.000,   1.205,   0.414
2001-04-21,   4.300,   1.000,   1.989,   0.000,   1.989,   0.148
2001-04-22,   5.100,   0.000,   1.828,   0.000,   1.828,   0.053
2001-04-23,   5.000,   0.000,   0.751,   0.000,   0.751,   0.019
2001-04-24,   8.100,   0.700,   2.298,   0.000,   2.298,   0.007
2001-04-25,   8.800,   3.800,   0.757,   0.000,   0.757,   0.003
2001-04-26,   7.900,   6.700,   0.975,   0.000,   0.975,   2.087
2001-04-27,   6.900,   6.400,   0.532,   0.000,   0.532,   4.405
2001-04-28,   7.200,   0.300,   1.233,   0.000,   1.233,   1.452
2001-04-29,   8.300,  14.200,   2.147,   0.000,   2.147,   7.767
2001-04-30,  10.200,   0.900,   0.829,   0.000,   0.829,   3.097
2001-05-01,   7.800,   5.400,   2.335,   0.000,   2.335,   3.003
2001-05-02,   8.900,   0.000,   2.673,   0.000,   2.673,   0.953
2001-05-03,   7.700,   0.000,   1.335,   0.000,   1.335,   0.314
2001-05-04,   7.700,  10.700,   2.199,   0.000,   2.199,   3.091
2001-05-05,   7.000,   0.000,   1.788,   0.000,   1.788,   0.946
2001-05-06,   8.800,   0.000,   2.661,   0.000,   2.661,   0.299
2001-05-07,   8.600,   0.000,   1.471,   0.000,   1.471,   0.096
2001-05-08,  11.800,   0.000,   2.205,   0.000,   2.205,   0.031
2001-05-09,  14.000,   0.000,   3.436,   0.000,   3.432,   0.010
2001-05-10,  14.600,   0.000,   3.114,   0.000,   2.452,   0.003
2001-05-11,  15.100,   0.000,   3.572,   0.000,   2.300,   0.001
2001-05-12,  14.000,   0.000,   3.530,   0.000,   2.309,   0.000
2001-05-13,  10.700,   0.000,   3.054,   0.000,   2.023,   0.000
2001-05-14,  11.800,   0.000,   3.216,   0.000,   2.162,   0.000
2001-05-15,  11.000,   0.000,   1.077,   0.000,   0.807,   0.000
2001-05-16,  10.900,   2.000,   1.326,   0.000,   1.326,   0.000
2001-05-17,  11.700,   6.100,   1.841,   0.000,   1.841,   0.000
2001-05-18,   8.600,   7.400,   1.627,   0.000,   1.627,   0.000
2001-05-19,   9.000,   2.800,   2.755,   0.000,   2.755,   0.024
2001-05-20,   9.700,   0.000,   2.659,   0.000,   2.659,   0.007
2001-05-21,   9.800,   0.000,   3.025,   0.000,   3.025,   0.002
2001-05-22,  10.800,   0.000,   3.855,   0.000,   3.855,   0.001
2001-05-23,  11.100,   0.000,   3.752,   0.000,   3.752,   0.000
2001-05-24,  10.400,   0.000,   3.117,   0.000,   3.074,   0.000
2001-05-25,  12.500,   0.000,   4.291,   0.000,   3.442,   0.000
2001-05-26,  11.600,   0.000,   2.424,   0.000,   1.673,   0.000
2001-05-27,  12.500,   0.000,   2.390,   0.000,   1.493,   0.000
2001-05-28,  13.100,   0.800,   2.879,   0.000,   1.871,   0.000
2001-05-29,  11.700,   5.500,   1.336,   0.000,   1.336,   0.000
2001-05-30,  11.600,   0.400,   2.580,   0.000,   2.580,   0.000
2001-05-31,  11.600,   1.800,   1.924,   0.000,   1.844,   0.000
2001-06-01,  10.800,   4.500,   1.980,   0.000,   1.980,   0.000
2001-06-02,   9.800,   1.400,   1.283,   0.000,   1.283,   0.000
2001-06-03,   9.300,  11.600,   0.998,   0.000,   0.998,   0.637
2001-06-04,   9.700,   9.500,   1.690,   0.000,   1.690,   1.986
2001-06-05,  11.700,   0.100,   2.501,   0.000,   2.501,   0.398
2001-06-06,  12.000,   0.000,   2.034,   0.000,   2.034,   0.080
2001-06-07,  10.500,   5.600,   1.711,   0.000,   1.711,   0.535
2001-06-08,   9.000,   9.500,   3.368,   0.000,   3.368,   1.651
2001-06-09,   8.800,   1.200,   3.443,   0.000,   3.443,   0.330
2001-06-10,   9.900,   0.000,   3.174,   0.000,   3.174,   0.066
2001-06-11,   9.200,   0.000,   2.600,   0.000,   2.600,   0.013
2001-06-12,  10.100,   1.700,   3.701,   0.000,   3.701,   0.003
2001-06-13,   9.900,   0.000,   2.442,   0.000,   2.442,   0.001
2001-06-14,  10.100,   0.000,   2.733,   0.000,   2.592,   0.000
2001-06-15,  11.500,   0.000,   3.266,   0.000,   2.898,   0.000
2001-06-16,  12.800,   3.800,   1.393,   0.000,   1.393,   0.000
2001-06-17,  13.700,   6.800,   3.739,   0.000,   3.739,   0.000
2001-06-18,  12.700,   0.000,   4.356,   0.000,   4.020,   0.000
2001-06-19,  11.200,   0.000,   2.733,   0.000,   2.293,   0.000
2001-06-20,  12.100,   0.100,   1.429,   0.000,   1.145,   0.000
2001-06-21,  11.400,   3.700,   2.422,   0.000,   2.422,   0.000
2001-06-22,  12.700,   3.600,   2.863,   0.000,   2.863,   0.000
2001-06-23,  14.100,   0.300,   4.374,   0.000,   3.551,   0.000
2001-06-24,  12.100,   0.000,   1.910,   0.000,   1.402,   0.000
2001-06-25,  14.100,   0.000,   4.256,   0.000,   2.987,   0.000
2001-06-26,  15.100,   0.000,   4.636,   0.000,   3.008,   0.000
2001-06-27,  17.600,   0.000,   4.922,   0.000,   2.976,   0.000
2001-06-28,  17.200,   9.900,   3.549,   0.000,   3.549,   0.000
2001-06-29,  16.000,   0.100,   3.254,   0.000,   3.254,   0.000
2001-06-30,  17.100,   0.000,   2.776,   0.000,   1.829,   0.000
2001-07-01,  14.700,   0.100,   2.771,   0.000,   1.734,   0.000
2001-07-02,  15.400,   0.000,   4.884,   0.000,   2.688,   0.000
2001-07-03,  16.900,   0.000,   2.899,   0.000,   1.380,   0.000
2001-07-04,  19.500,   0.000,   5.941,   0.000,   2.509,   0.000
2001-07-05,  20.500,   0.000,   5.917,   0.000,   2.060,   0.000
2001-07-06,  22.000,   0.000,   4.413,   0.000,   1.302,   0.000
2001-07-07,  23.200,   3.800,   5.258,   0.000,   3.105,   0.000
2001-07-08,  20.400,   0.000,   3.214,   0.000,   0.927,   0.000
2001-07-09,  16.900,   7.600,   1.469,   0.000,   1.469,   0.000
2001-07-10,  17.000,   0.000,   3.789,   0.000,   3.789,   0.000
2001-07-11,  15.000,   5.600,   3.938,   0.000,   3.938,   0.000
2001-07-12,  14.000,  11.000,   3.097,   0.000,   3.097,   0.185
2001-07-13,  13.500,   8.200,   3.372,   0.000,   3.372,   0.000
2001-07-14,  14.600,   6.900,   3.885,   0.000,   3.885,   0.000
2001-07-15,  15.000,  19.500,   3.938,   0.000,   3.938,   5.000
2001-07-16,  13.300,   0.000,   2.995,   0.000,   2.995,   0.000
2001-07-17,  13.500,   0.000,   4.320,   0.000,   4.320,   0.000
2001-07-18,  15.500,   0.000,   4.246,   0.000,   4.154,   0.000
